Question,Country,Age,Frequency of Use,Tech Knowledge,Facebook Users and Non-users,Answer,Total
I consider myself:,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",5
I consider myself:,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",67
I consider myself:,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Average User:  I know enough to get by.,71
I consider myself:,Australia,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,Luddite:  Technology scares me! I only use it when I have to.,7
I consider myself:,Australia,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",11
I consider myself:,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",50
I consider myself:,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,92
I consider myself:,Australia,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Luddite:  Technology scares me! I only use it when I have to.,4
I consider myself:,Australia,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",7
I consider myself:,Australia,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",56
I consider myself:,Australia,65-74 years old,Constant User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,18
I consider myself:,Australia,65-74 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,Luddite:  Technology scares me! I only use it when I have to.,2
I consider myself:,Australia,65-74 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",1
I consider myself:,Australia,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",9
I consider myself:,Australia,65-74 years old,Daily User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,174
I consider myself:,Australia,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Luddite:  Technology scares me! I only use it when I have to.,6
I consider myself:,Australia,65-74 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",1
I consider myself:,Australia,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",72
I consider myself:,Australia,65-74 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Average User:  I know enough to get by.,146
I consider myself:,Australia,65-74 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,Luddite:  Technology scares me! I only use it when I have to.,13
I consider myself:,Australia,65-74 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",6
I consider myself:,Australia,65-74 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",75
I consider myself:,Australia,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,139
I consider myself:,Australia,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Luddite:  Technology scares me! I only use it when I have to.,15
I consider myself:,Australia,65-74 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",5
I consider myself:,Australia,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",68
I consider myself:,Australia,75 years or older,Constant User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,3
I consider myself:,Australia,75 years or older,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",3
I consider myself:,Australia,75 years or older,Daily User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,81
I consider myself:,Australia,75 years or older,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Luddite:  Technology scares me! I only use it when I have to.,6
I consider myself:,Australia,75 years or older,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",1
I consider myself:,Australia,75 years or older,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",19
I consider myself:,Australia,75 years or older,Not on Facebook,Average User:  I know enough to get by.,Non-user,Average User:  I know enough to get by.,116
I consider myself:,Australia,75 years or older,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,Luddite:  Technology scares me! I only use it when I have to.,14
I consider myself:,Australia,75 years or older,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",2
I consider myself:,Australia,75 years or older,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",41
I consider myself:,Australia,75 years or older,Occasional User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,106
I consider myself:,Australia,75 years or older,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Luddite:  Technology scares me! I only use it when I have to.,13
I consider myself:,Australia,75 years or older,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",26
I consider myself:,Australia,Unknown,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",1
I consider myself:,Australia,Unknown,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",1
I consider myself:,Australia,Unknown,Daily User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,15
I consider myself:,Australia,Unknown,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",4
I consider myself:,Australia,Unknown,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",7
I consider myself:,Australia,Unknown,Not on Facebook,Average User:  I know enough to get by.,Non-user,Average User:  I know enough to get by.,25
I consider myself:,Australia,Unknown,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,Luddite:  Technology scares me! I only use it when I have to.,1
I consider myself:,Australia,Unknown,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",8
I consider myself:,Australia,Unknown,Occasional User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,15
I consider myself:,Australia,Unknown,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Luddite:  Technology scares me! I only use it when I have to.,2
I consider myself:,Australia,Unknown,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",3
I consider myself:,Australia,Unknown,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",6
I consider myself:,Canada,18-24 years old,Constant User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,1
I consider myself:,Canada,18-24 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",5
I consider myself:,Canada,18-24 years old,Daily User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,6
I consider myself:,Canada,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",13
I consider myself:,Canada,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",16
I consider myself:,Canada,18-24 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Average User:  I know enough to get by.,1
I consider myself:,Canada,18-24 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",9
I consider myself:,Canada,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",13
I consider myself:,Canada,18-24 years old,Occasional User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,5
I consider myself:,Canada,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",15
I consider myself:,Canada,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",21
I consider myself:,Canada,25-34 years old,Constant User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,4
I consider myself:,Canada,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",4
I consider myself:,Canada,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",14
I consider myself:,Canada,25-34 years old,Daily User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,15
I consider myself:,Canada,25-34 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Luddite:  Technology scares me! I only use it when I have to.,3
I consider myself:,Canada,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",30
I consider myself:,Canada,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",42
I consider myself:,Canada,25-34 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Average User:  I know enough to get by.,5
I consider myself:,Canada,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",27
I consider myself:,Canada,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",32
I consider myself:,Canada,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,9
I consider myself:,Canada,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",22
I consider myself:,Canada,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",38
I consider myself:,Canada,35-44 years old,Constant User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,6
I consider myself:,Canada,35-44 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,Luddite:  Technology scares me! I only use it when I have to.,1
I consider myself:,Canada,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",5
I consider myself:,Canada,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",15
I consider myself:,Canada,35-44 years old,Daily User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,17
I consider myself:,Canada,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Luddite:  Technology scares me! I only use it when I have to.,1
I consider myself:,Canada,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",13
I consider myself:,Canada,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",32
I consider myself:,Canada,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Average User:  I know enough to get by.,11
I consider myself:,Canada,35-44 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,Luddite:  Technology scares me! I only use it when I have to.,1
I consider myself:,Canada,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",20
I consider myself:,Canada,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",34
I consider myself:,Canada,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,21
I consider myself:,Canada,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",29
I consider myself:,Canada,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",44
I consider myself:,Canada,45-54 years old,Constant User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,5
I consider myself:,Canada,45-54 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",5
I consider myself:,Canada,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",21
I consider myself:,Canada,45-54 years old,Daily User,Average User:  I know enough to get by.,User,Average User:  I know enough to get by.,55
I consider myself:,Canada,45-54 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Luddite:  Technology scares me! I only use it when I have to.,5
I consider myself:,Canada,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",10
