Question,Country,Age,Frequency of Use,Tech Knowledge,Facebook Users and Non-users,Answer,Total
Who is most responsible for keeping your personal information safe online?,Australia,18-24 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Me,1
Who is most responsible for keeping your personal information safe online?,Australia,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Companies,1
Who is most responsible for keeping your personal information safe online?,Australia,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Me,4
Who is most responsible for keeping your personal information safe online?,Australia,18-24 years old,Occasional User,Average User:  I know enough to get by.,User,Companies,1
Who is most responsible for keeping your personal information safe online?,Australia,18-24 years old,Occasional User,Average User:  I know enough to get by.,User,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,18-24 years old,Occasional User,Average User:  I know enough to get by.,User,Me,1
Who is most responsible for keeping your personal information safe online?,Australia,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Companies,2
Who is most responsible for keeping your personal information safe online?,Australia,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Me,5
Who is most responsible for keeping your personal information safe online?,Australia,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Companies,4
Who is most responsible for keeping your personal information safe online?,Australia,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,3
Who is most responsible for keeping your personal information safe online?,Australia,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Constant User,Average User:  I know enough to get by.,User,Me,2
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Companies,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Me,3
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Companies,2
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,2
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Daily User,Average User:  I know enough to get by.,User,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Daily User,Average User:  I know enough to get by.,User,Me,4
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Companies,2
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Me,11
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Companies,6
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,4
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,13
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Companies,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Me,3
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Companies,2
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Me,8
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Me,10
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,Me,7
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Companies,3
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Me,8
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Companies,2
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Government,2
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,4
Who is most responsible for keeping your personal information safe online?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,12
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,I'm not sure,2
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,Me,2
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Me,1
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Companies,1
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,4
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,Companies,4
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,I'm not sure,2
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,Me,13
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Me,1
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Companies,3
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Government,2
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Me,13
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Companies,9
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Government,5
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,4
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,24
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Companies,3
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Me,8
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Companies,1
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Government,4
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Me,17
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Companies,4
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Me,20
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,Companies,4
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,Government,2
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,I'm not sure,3
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,Me,9
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Government,2
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Me,17
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Companies,5
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Government,2
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,2
Who is most responsible for keeping your personal information safe online?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,19
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,Companies,2
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,Government,2
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,Me,7
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Companies,1
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,6
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,Companies,7
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,Government,4
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,I'm not sure,6
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,Me,14
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Me,5
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Companies,6
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Government,4
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,5
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,29
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Companies,3
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Government,5
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I'm not sure,3
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Me,17
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Me,10
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Companies,8
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Me,24
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,Companies,5
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,Government,4
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,I'm not sure,5
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,Me,26
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Me,1
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Companies,1
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Government,3
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Me,5
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Companies,8
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Government,4
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,5
Who is most responsible for keeping your personal information safe online?,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,25
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Constant User,Average User:  I know enough to get by.,User,Companies,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Constant User,Average User:  I know enough to get by.,User,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Constant User,Average User:  I know enough to get by.,User,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Constant User,Average User:  I know enough to get by.,User,Me,8
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Me,2
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Government,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,15
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,Companies,9
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,Government,5
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,I'm not sure,22
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,Me,69
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,I'm not sure,4
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Me,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Companies,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Me,3
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Companies,8
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Government,5
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,4
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Me,50
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Companies,8
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Government,4
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I'm not sure,10
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Me,49
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,Companies,3
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,Government,2
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,Me,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Government,2
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I'm not sure,1
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Me,8
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Companies,4
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Government,4
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I'm not sure,2
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Me,40
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,Companies,23
Who is most responsible for keeping your personal information safe online?,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,Government,7
